Annotation accession	Annotation status	Annotation type	Genome assembly	Experiment accession	Experiment status	Description	Biosample summary	Biosample term name	Biosample classification	Assay name	Perturbed	training and test regions	observed signal profile	models	alignments	unfiltered alignments	selected regions for predicted signal and sequence contribution scores	predicted signal profile	bias-corrected predicted signal profile	profile sequence contribution scores	counts sequence contribution scores	bias models	sequence motifs	sequence motifs instances	normalized observed signal profile	normalized predicted signal profile	normalized bias-corrected predicted signal profile	sequence motifs report
ENCSR232CBY	in progress	ChromBPNet-model	GRCh38	ENCSR217PZP	released		Homo sapiens T-cell male adult (26 years)	T-cell	primary cell	DNase-seq	false	['ENCFF237SUY.tar.gz']	['ENCFF696MDR.bigWig']	['ENCFF273GCR.tar.gz']	['ENCFF906TNE.bam']	[]	['ENCFF462BKN.bed.gz', 'ENCFF576KEH.bigBed']	['ENCFF877LOS.bigWig', 'ENCFF644WVA.tar.gz']	['ENCFF319JHO.bigWig', 'ENCFF331JBB.tar.gz']	['ENCFF508CAC.bigWig', 'ENCFF637XMM.tar.gz']	['ENCFF120HRV.bigWig', 'ENCFF980JXA.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF213NPZ.tar.gz']	['ENCFF049JOE.tar.gz']	['ENCFF592GPC.bigWig']	['ENCFF727DBZ.bigWig']	['ENCFF292QJQ.bigWig']	['ENCFF557VZL.tar.gz']
ENCSR279PMA	in progress	ChromBPNet-model	GRCh38	ENCSR612IKQ	released		Homo sapiens with Cognitive impairment, Alzheimer's disease; posterior cingulate gyrus tissue female adult (87 years)	posterior cingulate gyrus	tissue	DNase-seq	false	['ENCFF278WCX.tar.gz']	['ENCFF426QJQ.bigWig']	['ENCFF782SAB.tar.gz']	['ENCFF176HYT.bam']	[]	['ENCFF323DCQ.bed.gz', 'ENCFF859WPP.bigBed']	['ENCFF694WDI.bigWig', 'ENCFF988GVI.tar.gz']	['ENCFF663SBA.bigWig', 'ENCFF380TQW.tar.gz']	['ENCFF875UKK.bigWig', 'ENCFF959MXR.tar.gz']	['ENCFF003WPJ.bigWig', 'ENCFF678IUJ.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF846FZV.tar.gz']	['ENCFF497JNK.tar.gz']	['ENCFF224IGX.bigWig']	['ENCFF382YEB.bigWig']	['ENCFF181NBL.bigWig']	['ENCFF525VKI.tar.gz']
ENCSR986NGU	in progress	ChromBPNet-model	GRCh38	ENCSR201FIW	released	ATAC-seq on human thyroid gland	Homo sapiens thyroid gland tissue female adult (51 years)	thyroid gland	tissue	ATAC-seq	false	['ENCFF771VNG.tar.gz']	['ENCFF503LXF.bigWig']	['ENCFF575LFT.tar.gz']	['ENCFF983POL.bam']	[]	['ENCFF473RHJ.bed.gz', 'ENCFF552DSA.bigBed']	['ENCFF330EVJ.bigWig', 'ENCFF592YEN.tar.gz']	['ENCFF189TBU.bigWig', 'ENCFF650TDC.tar.gz']	['ENCFF726VSL.bigWig', 'ENCFF338NUH.tar.gz']	['ENCFF299NMW.bigWig', 'ENCFF161IOB.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF295BXY.tar.gz']	['ENCFF193FSF.tar.gz']	['ENCFF970IKV.bigWig']	['ENCFF866HDI.bigWig']	['ENCFF507JFF.bigWig']	['ENCFF867TPD.tar.gz']
ENCSR979PXO	in progress	ChromBPNet-model	GRCh38	ENCSR000ELY	released	DNase-seq on human AG04450	Homo sapiens AG04450	AG04450	cell line	DNase-seq	false	['ENCFF850TXZ.tar.gz']	['ENCFF611DNA.bigWig']	['ENCFF202HUP.tar.gz']	[]	['ENCFF477CQU.bam', 'ENCFF544XWD.bam']	['ENCFF566VUX.bed.gz', 'ENCFF070YKS.bigBed']	['ENCFF091GXY.bigWig', 'ENCFF454GJT.tar.gz']	['ENCFF111OTN.bigWig', 'ENCFF461TEL.tar.gz']	['ENCFF061UKT.bigWig', 'ENCFF035QBU.tar.gz']	['ENCFF546BHT.bigWig', 'ENCFF649NHD.tar.gz']	['ENCFF831SGP.tar.gz']	['ENCFF800LLE.tar.gz']	['ENCFF263EYP.tar.gz']	['ENCFF823CCH.bigWig']	['ENCFF350EPK.bigWig']	['ENCFF726YOZ.bigWig']	['ENCFF541PGU.tar.gz']
ENCSR030ERX	in progress	ChromBPNet-model	GRCh38	ENCSR650TZF	released		Homo sapiens with Alzheimer's disease; head of caudate nucleus tissue female adult (90 or above years)	head of caudate nucleus	tissue	DNase-seq	false	['ENCFF210NDY.tar.gz']	['ENCFF850CQX.bigWig']	['ENCFF688NEZ.tar.gz']	['ENCFF072OFG.bam']	[]	['ENCFF682BMX.bed.gz', 'ENCFF767TPN.bigBed']	['ENCFF218CRM.bigWig', 'ENCFF559XQI.tar.gz']	['ENCFF376WCE.bigWig', 'ENCFF805UPH.tar.gz']	['ENCFF791USZ.bigWig', 'ENCFF820GXZ.tar.gz']	['ENCFF541MVQ.bigWig', 'ENCFF216KCD.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF448MWD.tar.gz']	['ENCFF763WKY.tar.gz']	['ENCFF453FOI.bigWig']	['ENCFF964LBS.bigWig']	['ENCFF082TJU.bigWig']	['ENCFF988DHK.tar.gz']
ENCSR834WHJ	in progress	ChromBPNet-model	GRCh38	ENCSR606QDB	released		Homo sapiens dorsolateral prefrontal cortex tissue male adult (82 years)	dorsolateral prefrontal cortex	tissue	DNase-seq	false	['ENCFF122ASO.tar.gz']	['ENCFF336QXC.bigWig']	['ENCFF197LAD.tar.gz']	['ENCFF727AGR.bam']	[]	['ENCFF391ZIX.bed.gz', 'ENCFF740ECN.bigBed']	['ENCFF891VYN.bigWig', 'ENCFF315ZHF.tar.gz']	['ENCFF831YVD.bigWig', 'ENCFF923IRO.tar.gz']	['ENCFF164HGH.bigWig', 'ENCFF636UUJ.tar.gz']	['ENCFF828TPG.bigWig', 'ENCFF655YSX.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF293JHG.tar.gz']	['ENCFF499EKM.tar.gz']	['ENCFF459KVG.bigWig']	['ENCFF334VBG.bigWig']	['ENCFF709ZJP.bigWig']	['ENCFF386KKJ.tar.gz']
ENCSR779JEB	in progress	ChromBPNet-model	GRCh38	ENCSR620WAR	released	DNase-seq on immortalized cell line SJSA1 (fibroblast from 19 year old male human adult bone with osteosarcoma, multipotential sarcoma)	Homo sapiens SJSA1	SJSA1	cell line	DNase-seq	false	['ENCFF299KSY.tar.gz']	['ENCFF074VEE.bigWig']	['ENCFF389JDW.tar.gz']	['ENCFF255DYN.bam', 'ENCFF204JPE.bam']	[]	['ENCFF269BCW.bed.gz', 'ENCFF522ONR.bigBed']	['ENCFF846KRL.bigWig', 'ENCFF263ZKA.tar.gz']	['ENCFF477ERU.bigWig', 'ENCFF320TVD.tar.gz']	['ENCFF826ILY.bigWig', 'ENCFF988PMY.tar.gz']	['ENCFF432WQV.bigWig', 'ENCFF092RPW.tar.gz']	['ENCFF831SGP.tar.gz']	['ENCFF353KHW.tar.gz']	['ENCFF208BWI.tar.gz']	['ENCFF917FQO.bigWig']	['ENCFF770NIG.bigWig']	['ENCFF977VLC.bigWig']	['ENCFF258SRG.tar.gz']
ENCSR147PTU	in progress	ChromBPNet-model	GRCh38	ENCSR628IRM	released		Homo sapiens T-cell male adult (21 years)	T-cell	primary cell	DNase-seq	false	['ENCFF026CPO.tar.gz']	['ENCFF952BQU.bigWig']	['ENCFF123MQX.tar.gz']	[]	['ENCFF945AXF.bam']	['ENCFF195OMP.bed.gz', 'ENCFF587ZKL.bigBed']	['ENCFF179ZIX.bigWig', 'ENCFF572UEA.tar.gz']	['ENCFF341IQN.bigWig', 'ENCFF132ISX.tar.gz']	['ENCFF996CEX.bigWig', 'ENCFF632IJY.tar.gz']	['ENCFF997HRW.bigWig', 'ENCFF384OOD.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF370MXX.tar.gz']	['ENCFF616YUR.tar.gz']	['ENCFF247IMQ.bigWig']	['ENCFF043QMW.bigWig']	['ENCFF224YPK.bigWig']	['ENCFF372SVE.tar.gz']
ENCSR294YZE	in progress	ChromBPNet-model	GRCh38	ENCSR704HNG	released		Homo sapiens natural killer cell male adult (21 years)	natural killer cell	primary cell	DNase-seq	false	['ENCFF752RJC.tar.gz']	['ENCFF039IBG.bigWig']	['ENCFF035VQH.tar.gz']	['ENCFF752UBN.bam']	[]	['ENCFF615EXK.bed.gz', 'ENCFF658KRX.bigBed']	['ENCFF362FUJ.bigWig', 'ENCFF780ERY.tar.gz']	['ENCFF293NCP.bigWig', 'ENCFF132FCK.tar.gz']	['ENCFF412WAU.bigWig', 'ENCFF705OAD.tar.gz']	['ENCFF830CMX.bigWig', 'ENCFF826EMO.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF709XVV.tar.gz']	['ENCFF497LNB.tar.gz']	['ENCFF363MDU.bigWig']	['ENCFF624BCR.bigWig']	['ENCFF624IBU.bigWig']	['ENCFF028IJU.tar.gz']
ENCSR289OHF	in progress	ChromBPNet-model	GRCh38	ENCSR977LVI	released		Homo sapiens T-cell female adult (21 years)	T-cell	primary cell	ATAC-seq	false	['ENCFF962EYQ.tar.gz']	['ENCFF485BLG.bigWig']	['ENCFF820GHX.tar.gz']	['ENCFF978AJO.bam', 'ENCFF984NGC.bam']	[]	['ENCFF209FIA.bed.gz', 'ENCFF838DVV.bigBed']	['ENCFF324DMX.bigWig', 'ENCFF510FIX.tar.gz']	['ENCFF868XCG.bigWig', 'ENCFF378QPQ.tar.gz']	['ENCFF639ZLO.bigWig', 'ENCFF801SMY.tar.gz']	['ENCFF924SCX.bigWig', 'ENCFF416BMV.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF572AYB.tar.gz']	['ENCFF023YUC.tar.gz']	['ENCFF304SRG.bigWig']	['ENCFF055ULO.bigWig']	['ENCFF346LYI.bigWig']	['ENCFF314PXL.tar.gz']
ENCSR375EUQ	in progress	ChromBPNet-model	GRCh38	ENCSR923JYH	released		Homo sapiens transverse colon tissue male adult (37 years)	transverse colon	tissue	DNase-seq	false	['ENCFF256CBO.tar.gz']	['ENCFF570NES.bigWig']	['ENCFF521ZXV.tar.gz']	['ENCFF991EWH.bam']	[]	['ENCFF843MTL.bed.gz', 'ENCFF143WTH.bigBed']	['ENCFF769GAQ.bigWig', 'ENCFF426KQN.tar.gz']	['ENCFF032VAO.bigWig', 'ENCFF054IGZ.tar.gz']	['ENCFF839BQL.bigWig', 'ENCFF059ZZW.tar.gz']	['ENCFF512YGQ.bigWig', 'ENCFF692UHR.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF549YOR.tar.gz']	['ENCFF376TEG.tar.gz']	['ENCFF015WZM.bigWig']	['ENCFF696JNH.bigWig']	['ENCFF895BWO.bigWig']	['ENCFF870WBX.tar.gz']
ENCSR823CJN	in progress	ChromBPNet-model	GRCh38	ENCSR336RGT	released		Homo sapiens placenta tissue male embryo	placenta	tissue	DNase-seq	false	['ENCFF577IRF.tar.gz']	['ENCFF272GWG.bigWig']	['ENCFF192AJU.tar.gz']	['ENCFF828ORU.bam']	[]	['ENCFF120SOY.bed.gz', 'ENCFF527FLE.bigBed']	['ENCFF988KYK.bigWig', 'ENCFF422MAM.tar.gz']	['ENCFF965IIC.bigWig', 'ENCFF175DZP.tar.gz']	['ENCFF245CZF.bigWig', 'ENCFF427WQI.tar.gz']	['ENCFF730IPJ.bigWig', 'ENCFF386NFA.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF822ABI.tar.gz']	['ENCFF019TPA.tar.gz']	['ENCFF445TYL.bigWig']	['ENCFF093OIQ.bigWig']	['ENCFF516XAX.bigWig']	['ENCFF577OII.tar.gz']
ENCSR274UQO	in progress	ChromBPNet-model	GRCh38	ENCSR258POP	released		Homo sapiens with mild cognitive impairment; posterior cingulate gyrus tissue female adult (90 or above years)	posterior cingulate gyrus	tissue	DNase-seq	false	['ENCFF339NLH.tar.gz']	['ENCFF537QNR.bigWig']	['ENCFF088RLO.tar.gz']	['ENCFF100WCS.bam']	[]	['ENCFF892UVB.bed.gz', 'ENCFF098EXY.bigBed']	['ENCFF753GFD.bigWig', 'ENCFF836FTQ.tar.gz']	['ENCFF799RBI.bigWig', 'ENCFF844AHX.tar.gz']	['ENCFF802WBV.bigWig', 'ENCFF781LOY.tar.gz']	['ENCFF477UAB.bigWig', 'ENCFF577HZN.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF516KCZ.tar.gz']	['ENCFF884HUH.tar.gz']	['ENCFF698APS.bigWig']	['ENCFF846UOG.bigWig']	['ENCFF708UWH.bigWig']	['ENCFF286KNG.tar.gz']
ENCSR377KWB	in progress	ChromBPNet-model	GRCh38	ENCSR060MJY	released		Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	dorsolateral prefrontal cortex	tissue	DNase-seq	false	['ENCFF719CLH.tar.gz']	['ENCFF429PNY.bigWig']	['ENCFF308DHP.tar.gz']	['ENCFF978AHA.bam']	[]	['ENCFF958LQR.bed.gz', 'ENCFF642JZH.bigBed']	['ENCFF085PLP.bigWig', 'ENCFF468NNF.tar.gz']	['ENCFF521IBG.bigWig', 'ENCFF568LRH.tar.gz']	['ENCFF523XOI.bigWig', 'ENCFF699NQS.tar.gz']	['ENCFF048FSE.bigWig', 'ENCFF708BPC.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF279FHS.tar.gz']	['ENCFF629WMY.tar.gz']	['ENCFF115ETV.bigWig']	['ENCFF767OBJ.bigWig']	['ENCFF695UJT.bigWig']	['ENCFF457OZZ.tar.gz']
ENCSR308BEP	in progress	ChromBPNet-model	GRCh38	ENCSR410IYF	released		Homo sapiens T-cell male adult (28 years)	T-cell	primary cell	DNase-seq	false	['ENCFF686CNF.tar.gz']	['ENCFF497JKU.bigWig']	['ENCFF789BPG.tar.gz']	['ENCFF907FEO.bam']	[]	['ENCFF703QRR.bed.gz', 'ENCFF893AWV.bigBed']	['ENCFF634YEF.bigWig', 'ENCFF133INU.tar.gz']	['ENCFF632HAR.bigWig', 'ENCFF414ARA.tar.gz']	['ENCFF491MIJ.bigWig', 'ENCFF690PEM.tar.gz']	['ENCFF176ZIX.bigWig', 'ENCFF591BED.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF332AYF.tar.gz']	['ENCFF776GJH.tar.gz']	['ENCFF610WQL.bigWig']	['ENCFF308SBI.bigWig']	['ENCFF666DJL.bigWig']	['ENCFF714MXZ.tar.gz']
ENCSR124DAF	in progress	ChromBPNet-model	GRCh38	ENCSR924SDV	released		Homo sapiens GM18498	GM18498	cell line	ATAC-seq	false	['ENCFF531JOC.tar.gz']	['ENCFF834FMD.bigWig']	['ENCFF942PJL.tar.gz']	['ENCFF935PGL.bam']	[]	['ENCFF064KQD.bed.gz', 'ENCFF260FAY.bigBed']	['ENCFF902SIU.bigWig', 'ENCFF231ING.tar.gz']	['ENCFF192IYP.bigWig', 'ENCFF197ZUZ.tar.gz']	['ENCFF370RUE.bigWig', 'ENCFF485UJZ.tar.gz']	['ENCFF365CIT.bigWig', 'ENCFF284HMQ.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF525GQU.tar.gz']	['ENCFF381GUH.tar.gz']	['ENCFF411CRL.bigWig']	['ENCFF771JFU.bigWig']	['ENCFF217WTF.bigWig']	['ENCFF538SXJ.tar.gz']
ENCSR752EUR	in progress	ChromBPNet-model	GRCh38	ENCSR102RXG	released		Homo sapiens T-cell female adult (33 years)	T-cell	primary cell	ATAC-seq	false	['ENCFF633GMB.tar.gz']	['ENCFF593WPW.bigWig']	['ENCFF358NCZ.tar.gz']	['ENCFF476TCF.bam']	[]	['ENCFF721ALP.bed.gz', 'ENCFF128CCP.bigBed']	['ENCFF966DHO.bigWig', 'ENCFF283HYQ.tar.gz']	['ENCFF714FLB.bigWig', 'ENCFF606IPQ.tar.gz']	['ENCFF735GGV.bigWig', 'ENCFF296GXB.tar.gz']	['ENCFF936TBD.bigWig', 'ENCFF098DYB.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF939PCI.tar.gz']	['ENCFF231RPA.tar.gz']	['ENCFF321SJY.bigWig']	['ENCFF115BLO.bigWig']	['ENCFF651LNB.bigWig']	['ENCFF461EPW.tar.gz']
ENCSR828GVT	in progress	ChromBPNet-model	GRCh38	ENCSR921PPJ	released		Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (83 years)	dorsolateral prefrontal cortex	tissue	DNase-seq	false	['ENCFF014HES.tar.gz']	['ENCFF821VEY.bigWig']	['ENCFF183FYH.tar.gz']	['ENCFF054OWB.bam']	[]	['ENCFF966QCO.bed.gz', 'ENCFF016TCF.bigBed']	['ENCFF461DYH.bigWig', 'ENCFF052EWY.tar.gz']	['ENCFF807XUA.bigWig', 'ENCFF972UFQ.tar.gz']	['ENCFF957WNJ.bigWig', 'ENCFF512RFS.tar.gz']	['ENCFF447HAO.bigWig', 'ENCFF323BSZ.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF632AHQ.tar.gz']	['ENCFF205NHA.tar.gz']	['ENCFF872VEX.bigWig']	['ENCFF283KYH.bigWig']	['ENCFF420BCV.bigWig']	['ENCFF419MFT.tar.gz']
ENCSR421KYK	in progress	ChromBPNet-model	GRCh38	ENCSR819GAF	released		Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	dorsolateral prefrontal cortex	tissue	DNase-seq	false	['ENCFF580QQK.tar.gz']	['ENCFF203WKR.bigWig']	['ENCFF784EBU.tar.gz']	['ENCFF879QFZ.bam']	[]	['ENCFF532MMT.bed.gz', 'ENCFF084SVE.bigBed']	['ENCFF460SPY.bigWig', 'ENCFF898ZOL.tar.gz']	['ENCFF401NKD.bigWig', 'ENCFF108ZZD.tar.gz']	['ENCFF019EBO.bigWig', 'ENCFF362FLS.tar.gz']	['ENCFF928CSO.bigWig', 'ENCFF583DDY.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF472DYF.tar.gz']	['ENCFF373QUL.tar.gz']	['ENCFF740XZP.bigWig']	['ENCFF768XMJ.bigWig']	['ENCFF181QZM.bigWig']	['ENCFF205FVN.tar.gz']
ENCSR657WDG	in progress	ChromBPNet-model	GRCh38	ENCSR830ALP	released		Homo sapiens activated T-cell male adult (43 years) treated with anti-CD3 and anti-CD28 coated beads for 72 hours, 50 U/mL Interleukin-2 for 72 hours	activated T-cell	primary cell	ATAC-seq	false	['ENCFF164OZN.tar.gz']	['ENCFF667FMM.bigWig']	['ENCFF757YZH.tar.gz']	['ENCFF466GWI.bam', 'ENCFF910SFN.bam']	[]	['ENCFF570SCD.bed.gz', 'ENCFF025CNM.bigBed']	['ENCFF216ZXC.bigWig', 'ENCFF112PYV.tar.gz']	['ENCFF194BNE.bigWig', 'ENCFF623RDU.tar.gz']	['ENCFF352WZW.bigWig', 'ENCFF824FRZ.tar.gz']	['ENCFF086YIE.bigWig', 'ENCFF289RJM.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF948GXA.tar.gz']	['ENCFF866KNB.tar.gz']	['ENCFF860DQS.bigWig']	['ENCFF326PZR.bigWig']	['ENCFF436BYJ.bigWig']	['ENCFF553ODU.tar.gz']
ENCSR071YMB	in progress	ChromBPNet-model	GRCh38	ENCSR141NSQ	released		Homo sapiens muscle of back tissue male embryo (104 days)	muscle of back	tissue	DNase-seq	false	['ENCFF933SUP.tar.gz']	['ENCFF244DBO.bigWig']	['ENCFF986YDY.tar.gz']	[]	['ENCFF248RKK.bam']	['ENCFF449PAB.bed.gz', 'ENCFF745GQU.bigBed']	['ENCFF656XXT.bigWig', 'ENCFF325XZI.tar.gz']	['ENCFF035WBD.bigWig', 'ENCFF241QMZ.tar.gz']	['ENCFF420BQX.bigWig', 'ENCFF276USX.tar.gz']	['ENCFF712PRK.bigWig', 'ENCFF889MWY.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF856TPU.tar.gz']	['ENCFF927GJE.tar.gz']	['ENCFF149END.bigWig']	['ENCFF903DXU.bigWig']	['ENCFF118VWJ.bigWig']	['ENCFF809ONE.tar.gz']
ENCSR120AAX	in progress	ChromBPNet-model	GRCh38	ENCSR136KEL	released	Genome-wide chromatin accessibility profiling of primary human glomerular and kidney cortex tubular outgrowth cultures	Homo sapiens kidney glomerular epithelial cell male adult (43 years) and male adult (62 years)	kidney glomerular epithelial cell	primary cell	DNase-seq	false	['ENCFF057NGY.tar.gz']	['ENCFF750CTT.bigWig']	['ENCFF800QWX.tar.gz']	['ENCFF789WYX.bam', 'ENCFF925RDJ.bam']	[]	['ENCFF182AIB.bed.gz', 'ENCFF312ZTJ.bigBed']	['ENCFF516DUU.bigWig', 'ENCFF859PNU.tar.gz']	['ENCFF890UDF.bigWig', 'ENCFF606GPR.tar.gz']	['ENCFF907HPL.bigWig', 'ENCFF781ETS.tar.gz']	['ENCFF497EBF.bigWig', 'ENCFF184QVC.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF584QEJ.tar.gz']	['ENCFF297TYO.tar.gz']	['ENCFF363OQK.bigWig']	['ENCFF067MQS.bigWig']	['ENCFF266JPR.bigWig']	['ENCFF302LNB.tar.gz']
ENCSR871HMB	in progress	ChromBPNet-model	GRCh38	ENCSR108PUO	released		Homo sapiens GM23338	GM23338	cell line	DNase-seq	false	['ENCFF676WMR.tar.gz']	['ENCFF532OLQ.bigWig']	['ENCFF330DRA.tar.gz']	['ENCFF376XJI.bam']	[]	['ENCFF147QKC.bed.gz', 'ENCFF921AZV.bigBed']	['ENCFF518WGC.bigWig', 'ENCFF892FJS.tar.gz']	['ENCFF640OWO.bigWig', 'ENCFF544FZG.tar.gz']	['ENCFF346UCV.bigWig', 'ENCFF078XLJ.tar.gz']	['ENCFF893NWH.bigWig', 'ENCFF462WUW.tar.gz']	['ENCFF831SGP.tar.gz']	['ENCFF693VDO.tar.gz']	['ENCFF929DCP.tar.gz']	['ENCFF233JHP.bigWig']	['ENCFF021RMN.bigWig']	['ENCFF440ADO.bigWig']	['ENCFF224HYI.tar.gz']
ENCSR475ZXC	in progress	ChromBPNet-model	GRCh38	ENCSR239XNU	released		Homo sapiens CD4-positive, alpha-beta memory T cell male adult (43 years)	CD4-positive, alpha-beta memory T cell	primary cell	DNase-seq	false	['ENCFF620NRV.tar.gz']	['ENCFF814BWS.bigWig']	['ENCFF312GMG.tar.gz']	['ENCFF534DMM.bam']	[]	['ENCFF697TOU.bed.gz', 'ENCFF298DLL.bigBed']	['ENCFF744FUS.bigWig', 'ENCFF032LIR.tar.gz']	['ENCFF904APN.bigWig', 'ENCFF281WGX.tar.gz']	['ENCFF622CIG.bigWig', 'ENCFF501BXZ.tar.gz']	['ENCFF420OGS.bigWig', 'ENCFF392GHT.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF749WWB.tar.gz']	['ENCFF884AKC.tar.gz']	['ENCFF192DZX.bigWig']	['ENCFF935TRH.bigWig']	['ENCFF166YBM.bigWig']	['ENCFF306VEE.tar.gz']
ENCSR084ZVM	in progress	ChromBPNet-model	GRCh38	ENCSR272RQX	released		Homo sapiens muscle of leg tissue female embryo (113 days)	muscle of leg	tissue	DNase-seq	false	['ENCFF390IAA.tar.gz']	['ENCFF152OTW.bigWig']	['ENCFF898QMQ.tar.gz']	[]	['ENCFF586FPS.bam']	['ENCFF479MDR.bed.gz', 'ENCFF859QZZ.bigBed']	['ENCFF464YRD.bigWig', 'ENCFF262RZF.tar.gz']	['ENCFF599NSD.bigWig', 'ENCFF980SSI.tar.gz']	['ENCFF647GJT.bigWig', 'ENCFF571SFP.tar.gz']	['ENCFF007ZRH.bigWig', 'ENCFF647RKH.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF540FNM.tar.gz']	['ENCFF958DCW.tar.gz']	['ENCFF252ACY.bigWig']	['ENCFF743NEB.bigWig']	['ENCFF439REZ.bigWig']	['ENCFF163BYA.tar.gz']
ENCSR074UXK	in progress	ChromBPNet-model	GRCh38	ENCSR487QSB	released		Homo sapiens GM18907	GM18907	cell line	ATAC-seq	false	['ENCFF665VTE.tar.gz']	['ENCFF717MYG.bigWig']	['ENCFF763OOF.tar.gz']	['ENCFF292BTS.bam']	[]	['ENCFF672RCA.bed.gz', 'ENCFF567HMY.bigBed']	['ENCFF401VSC.bigWig', 'ENCFF763HSN.tar.gz']	['ENCFF436CSA.bigWig', 'ENCFF317QZH.tar.gz']	['ENCFF287HMI.bigWig', 'ENCFF344YMR.tar.gz']	['ENCFF401JMD.bigWig', 'ENCFF880ZUP.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF248WQF.tar.gz']	['ENCFF093DDB.tar.gz']	['ENCFF069CWM.bigWig']	['ENCFF950OZM.bigWig']	['ENCFF577IOL.bigWig']	['ENCFF716NSR.tar.gz']
ENCSR504GBE	in progress	ChromBPNet-model	GRCh38	ENCSR122NRV	released		Homo sapiens head of caudate nucleus tissue female adult (78 years)	head of caudate nucleus	tissue	DNase-seq	false	['ENCFF460TVN.tar.gz']	['ENCFF584YYG.bigWig']	['ENCFF158USM.tar.gz']	['ENCFF593VRV.bam']	[]	['ENCFF669WOI.bed.gz', 'ENCFF711DFP.bigBed']	['ENCFF464MYP.bigWig', 'ENCFF155JYI.tar.gz']	['ENCFF983ZQD.bigWig', 'ENCFF742FPG.tar.gz']	['ENCFF723ROE.bigWig', 'ENCFF634LZJ.tar.gz']	['ENCFF851KUT.bigWig', 'ENCFF313ALS.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF144VCJ.tar.gz']	['ENCFF457HCY.tar.gz']	['ENCFF991QKS.bigWig']	['ENCFF241BZZ.bigWig']	['ENCFF758QUT.bigWig']	['ENCFF120WUP.tar.gz']
ENCSR986SSJ	in progress	ChromBPNet-model	GRCh38	ENCSR639VTO	released		Homo sapiens with Cognitive impairment; head of caudate nucleus tissue female adult (81 years)	head of caudate nucleus	tissue	DNase-seq	false	['ENCFF158OOY.tar.gz']	['ENCFF352XDD.bigWig']	['ENCFF026PYZ.tar.gz']	['ENCFF602BQT.bam']	[]	['ENCFF163EAO.bed.gz', 'ENCFF882VCI.bigBed']	['ENCFF419ZSV.bigWig', 'ENCFF736DQL.tar.gz']	['ENCFF130WAR.bigWig', 'ENCFF125ZPK.tar.gz']	['ENCFF746OAF.bigWig', 'ENCFF379JKW.tar.gz']	['ENCFF011IDV.bigWig', 'ENCFF987KBI.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF888HMY.tar.gz']	['ENCFF376YBS.tar.gz']	['ENCFF031FDI.bigWig']	['ENCFF029BRZ.bigWig']	['ENCFF968JKQ.bigWig']	['ENCFF496MAU.tar.gz']
ENCSR089ESP	in progress	ChromBPNet-model	GRCh38	ENCSR042WQA	released		Homo sapiens CD4-positive, CD25-positive, alpha-beta regulatory T cell male adult (56 years)	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	DNase-seq	false	['ENCFF812KJL.tar.gz']	['ENCFF432ENY.bigWig']	['ENCFF059KDJ.tar.gz']	['ENCFF575MJC.bam']	[]	['ENCFF261YDC.bed.gz', 'ENCFF643VQX.bigBed']	['ENCFF205TNG.bigWig', 'ENCFF612AJL.tar.gz']	['ENCFF593KXP.bigWig', 'ENCFF954SAW.tar.gz']	['ENCFF432EOB.bigWig', 'ENCFF553MMB.tar.gz']	['ENCFF110TCA.bigWig', 'ENCFF924NWD.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF844SSL.tar.gz']	['ENCFF029PGQ.tar.gz']	['ENCFF310RCO.bigWig']	['ENCFF005AIY.bigWig']	['ENCFF765VPM.bigWig']	['ENCFF440GXG.tar.gz']
